date,yield_ust,interest_rate,inflation_rate,gdp_growth,unemployment_rate,trade_balance,consumer_confidence,housing_starts,retail_sales,foreign_reserves,equity_index
2000-01-01,2.4569981050188767,1.4136506395035067,1.7771837283533825,2.9900924208841317,4.932150526951278,-4.125929712071541,97.75759044451814,1675.8614585417952,516.0917595011385,306.96572495333635,1864.2367555051094
2000-01-02,2.3394087400677264,1.4968796511060916,1.8738138332524419,2.8489049218873213,4.969450053694635,-19.394904723769137,97.8916528134542,1507.861839748693,460.9321152191527,305.6664718507133,1987.3210748334059
2000-01-03,2.537091729114974,1.5018016872044446,1.811587963285151,2.948287512763901,4.940261893895486,-11.638975279387315,122.3542743475696,1317.5348971867284,534.5678190540262,281.26960308389016,2115.3768539088564
2000-01-04,3.1743855249081774,1.5472630345843406,1.8904008362517724,3.21441951825531,5.011041804694612,-10.208300116906674,108.093109039313,1407.500169360006,470.48191540973346,311.5916844352748,2006.8651457074284
2000-01-05,1.7617076883999692,1.3633141636719173,1.9571699378577623,3.3833569965091543,5.1197178531461915,-9.920456708001845,124.80650917512143,1568.5706931563295,537.4777518722564,270.1983464884676,2093.908894363113
2000-01-06,2.5533870569397985,1.559256727384733,2.167430897266277,3.171146199259072,4.922895784285879,-9.097519719609593,95.03036867079499,1863.6928756763186,486.29442623096395,286.9163134847934,1940.7885878664997
2000-01-07,3.145558129074695,1.2295608368397224,1.9357681922588594,3.030516962541531,5.100082049776842,-6.947800900952535,99.15033403111853,1403.1960753607443,413.9476437185169,260.01824374204386,1919.0083143210818
2000-01-08,2.5788316453113396,1.437011544763619,1.6828748586460813,3.4494035310913285,4.921832792765311,-10.177037195226754,86.67874234723352,1660.9574887054798,450.87918797595313,331.1725303392563,2084.8873830285047
2000-01-09,2.5194770747122854,1.4511726157548455,2.228013569299032,2.9061490580845435,4.915237278750311,-11.840291410718404,91.90433197910428,1434.388709864648,478.4792645656358,295.3690101210941,2036.926553465619
2000-01-10,3.0422144158910402,1.5633326826071239,1.8325819732769921,3.309275801510072,5.081859461834322,-12.037946723298479,119.01913148662501,1522.0937511772272,568.4094511874289,343.33768069632623,1881.440399222554
2000-01-11,1.756324591253183,1.5022630852676868,1.9882559145790744,2.9135811604946165,5.0921936378007615,-13.057579010191773,94.77965710158243,1803.0793498527185,545.0571815264612,316.0589985303899,1919.9159083837212
2000-01-12,2.004789847912272,1.3594436946143713,2.0893073013881422,3.129306887403268,5.085140993676266,-6.062283378365674,119.19281300144459,1652.8585162840866,581.1930706161071,308.9619642670205,2156.4581241057413
2000-01-13,2.3857244021389636,1.4015006874182985,2.0399220836805565,2.9659312305628647,4.868420259178186,-13.232642397382573,87.5663773932011,1251.7401454518085,582.6817608014929,288.27544611438003,1907.5444780530684
2000-01-14,1.3426303746534831,1.5198680009547407,2.2188359095042953,2.983244345204157,4.953404902192795,-5.766144454958778,89.46530965926723,1385.504995237682,473.26245977045426,279.0729992862516,2093.4328746725996
2000-01-15,1.8841796638880588,1.4920932658135444,2.095800628678552,2.886784044761337,5.082298859200332,-9.905004588700645,96.5876877897658,1751.2442688882718,490.5756570120585,310.4594314779389,1952.18133027663
2000-01-16,2.125379638704559,1.4420875890364253,1.8277380840605784,3.4034562093542085,5.0041541840563895,-12.606274034280649,99.36250078320822,1528.3756085256991,479.4360037834731,298.56971981454035,1999.6824143232868
2000-01-17,2.0251964420793187,1.4519166210488021,2.4357124347983325,2.7801221885674394,4.892630715380253,-6.907963921279325,109.2308729245013,1270.2319760768273,466.4244697349462,273.214593690294,2029.4592620943372
2000-01-18,2.0640983583033066,1.569616799715929,2.038866692667647,2.7779303242353874,5.045831793912544,-13.637269623615591,104.50770417186266,1336.2095110052558,407.9252645331771,269.6628316698336,1789.90187895004
2000-01-19,2.284991206945286,1.4482307427130785,1.9705319546756987,3.6362980697535328,4.928519274100853,-6.809079796358936,95.83684742655973,1640.6987045422343,499.2626140991579,280.8259254171283,1853.7282664572701
2000-01-20,1.4698274364702693,1.4911908755970926,2.1927850846111143,3.2933542693962994,5.179452484839222,-8.936369394041076,98.66684193481893,1698.882056243526,435.7217203144445,336.4193445053246,2008.6333018787163
2000-01-21,3.250118453610545,1.7169936588080543,2.0498901891860144,2.284465890392089,5.154484146241826,-12.981623445459604,96.809370802153,1503.5710602964348,498.2914059232836,344.26555836022607,1927.569243621612
2000-01-22,2.408291606541769,1.3576317363116077,2.0798456385878654,2.8304223782368787,5.0604097426355565,-7.356825923327204,90.8534626467427,1995.0627601872204,605.7885404781492,304.0997829461782,2099.6581295274623
2000-01-23,2.935839197526355,1.314815726842534,2.4984367997201375,2.4564031987313837,5.136100670476977,-7.267051371556806,91.12037063398378,1664.8304726911276,474.53274518346456,302.9788559248258,1839.3879119131875
2000-01-24,1.3799995402492542,1.5783589664798607,1.9449757143489907,2.7147927919754236,5.006479135012338,-4.212401970950212,110.2788389143341,1451.3037860734198,509.73870028140334,293.2735925634096,2056.525505625799
2000-01-25,1.1662794250238318,1.4321356938705896,1.9364478211965208,2.0584456001297884,5.076543749437501,-5.16926493795352,81.71835072072861,1336.8587903801313,545.3324192904641,281.31029303380996,1862.3778779595673
2000-01-26,2.5712172746552246,1.468176247225738,2.023315702402493,2.9589031266918173,5.147772029530207,-7.543629896368586,116.17358697445054,1305.0231390721917,514.0145645982954,327.5035811521449,1964.789500585557
2000-01-27,2.458533038540997,1.4218843621868886,2.2143031871162075,2.6574174542516067,5.024549868179431,-15.637954756043815,96.57005774397769,1567.0842640960739,514.6242093971148,337.4715278779427,1893.5622235762037
2000-01-28,2.9656497687467214,1.4740199859232488,1.69869319396192,3.0179715770389315,4.974481282848572,2.2429349408702848,92.2749139360784,1402.2445910173187,481.879878315596,282.13161828321427,2190.24298804712
2000-01-29,2.193925452015315,1.6598538112096342,1.606888821704699,2.5124636223352423,4.829537804182288,-17.01808105535905,107.39759290697269,1834.7487507966848,488.40610124693836,298.34323243150794,1866.0507837029963
2000-01-30,2.2076705176308544,1.5802128458618119,1.8825769458759705,3.024873555951612,4.9916866474278505,-5.253684128588455,114.85216584147118,1793.262360583572,451.9994738906086,291.00267398579666,1987.7940304630977
2000-01-31,2.3488210837735606,1.5862223511886977,1.6732154081881425,2.8755251165639018,5.082342318456231,-7.8435809155685075,111.17632441603958,1626.6133094994454,542.3022504444704,291.59521850270045,1827.3163851979848
2000-02-01,3.0780821896641894,1.3583772944207355,1.9150337304948724,3.450585889556579,5.094563342756763,-15.870711862405573,105.01852049359891,1264.2007654086208,412.9254171692952,323.71816510859725,2159.957012207059
2000-02-02,2.6525159552815416,1.384884626344713,2.100499939225858,3.4234070585236873,5.050436506571841,-10.621504694392495,110.86863489721836,1365.556225489519,548.55441691911,273.76076909267755,2040.1282416177205
2000-02-03,1.9901638550690381,1.2160921340514572,1.8218502272895472,3.235603680903085,4.945870090503776,-10.393764431223202,82.83502422856134,1751.13550514822,429.81508076273786,309.32939381872615,2013.6973089598669
2000-02-04,3.141088618810183,1.4190619178917245,1.7146346846437315,2.902015865801636,4.802317843105241,-3.4720864209473827,94.78169458511852,1387.3867600409797,548.1303637038326,314.5647621461173,2147.4312939291726
2000-02-05,2.829370257664063,1.595670318638566,2.0138674323430696,3.595614118578088,4.950478490199527,-13.566554501401058,90.88829939975156,1724.4283467839048,482.30912368939096,297.1569765279636,2014.7422441422611
2000-02-06,2.7540828964487374,1.551694651574837,2.172508696923034,2.5340894166480536,4.969565512894605,-11.309725032121769,112.24638731215175,1594.920784606952,438.406565593346,317.8613565397355,2021.9571356141078
2000-02-07,1.2210687339756714,1.4778486737047876,1.6610053122966775,2.5789324111309013,4.968707103280998,-21.680348025106316,96.16521981076113,1510.3435769626374,528.9649322539818,302.953036810749,2013.1725288065152
2000-02-08,1.8616719943065927,1.4977699716281947,2.164046479661197,2.974865070033281,5.061855635697793,-1.3261860343821148,108.45406556782055,1359.4334374129119,546.4383767537887,324.34259842312224,2056.3634325443118
